network,station id,start wateryear,end wateryear, lat,lon,elev,element,state,county,Subwatershed,site_name,site_info_link,cdbs_id,shef_id,gmt_offset
snotel,905,1999,2017,37.43,-108.17,10000,Snow Water Equivalent,CO,Montezuma,West Mancos River,Mancos,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=905,08M02S  ,MNCC2,8
snotel,906,1999,2017,40.57,-112.17,7093,Snow Water Equivalent,UT,Salt Lake,Bingham Creek,Dry Fork,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=906,12J09S  ,DRFU1,8
snotel,818,1999,2017,44.81,-107.41,6870,Snow Water Equivalent,WY,Sheridan,Sheep Creek-Tongue River,Tie Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=818,07E39S  ,TIEW4,8
snotel,907,1999,2017,37.52,-112.27,8900,Snow Water Equivalent,UT,Kane,East Fork Sevier River Headwaters,Agua Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=907,12M26S  ,AGUU1,8
snotel,908,1999,2017,47.78,-121.7,3500,Snow Water Equivalent,WA,King,Upper North Fork Tolt River,Alpine Meadows,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=908,21B48S  ,APSW1,8
snotel,365,1999,2017,45.89,-110.94,7320,Snow Water Equivalent,MT,Gallatin,Upper Brackett Creek,Brackett Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=365,10D35S  ,BRCM8,8
snotel,958,1999,2017,67.25,-150.18,1040,Snow Water Equivalent,AK,Yukon-koyukuk,Slate Creek,Coldfoot,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=958,50S01S  ,COFA2,9
snotel,910,1999,2017,48.69,-121.91,3040,Snow Water Equivalent,WA,Whatcom,Wanlick Creek-South Fork Nooksack River,Elbow Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=910,21A32S  ,ELSW1,8
snotel,909,1999,2017,48.87,-121.79,4030,Snow Water Equivalent,WA,Whatcom,Wells Creek,Wells Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=909,21A31S  ,WCSW1,8
snotel,911,1999,2017,47.3,-121.6,3810,Snow Water Equivalent,WA,King,Rex River,Rex River,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=911,21B17S  ,RXSW1,8
snotel,912,1999,2017,47.68,-121.61,3310,Snow Water Equivalent,WA,King,Upper South Fork Tolt River,Skookum Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=912,21B60S  ,KUSW1,8
snotel,913,1999,2017,40.23,-106.6,9240,Snow Water Equivalent,CO,Grand,Red Dirt Creek,Buffalo Park,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=913,06J18S  ,BUFC2,8
snotel,915,1999,2017,44.85,-113.84,8540,Snow Water Equivalent,ID,Lemhi,Basin Creek,Schwartz Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=915,13E16S  ,SCHI1,8
snotel,914,1999,2017,37.85,-105.44,9649,Snow Water Equivalent,CO,Saguache,Medano Creek,Medano Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=914,05M16S  ,MDPC2,8
snotel,1009,1999,2017,46.93,-110.9,6550,Snow Water Equivalent,MT,Meagher,Upper Tenderfoot Creek,Stringer Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1009,10C23S  ,STCM8,8
snotel,920,1999,2017,44.21,-103.79,6130,Snow Water Equivalent,SD,Lawrence,North Fork Rapid Creek,North Rapid Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=920,03E05S  ,NRPS2,8
snotel,916,1999,2017,45.6,-111.96,8300,Snow Water Equivalent,MT,Madison,South Willow Creek,Albro Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=916,11D28S  ,ABRM8,8
snotel,964,1999,2017,60.26,-149.34,700,Snow Water Equivalent,AK,Kenai Peninsula,South Fork Snow River,Grouse Creek Divide,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=964,49L14S  ,GCRA2,9
snotel,921,1999,2017,35.7,-105.81,8210,Snow Water Equivalent,NM,Santa Fe,Headwaters Santa Fe River,Elk Cabin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=921,05P04S  ,ELCN5,8
snotel,922,1999,2017,35.77,-105.78,11445,Snow Water Equivalent,NM,Santa Fe,Headwaters Santa Fe River,Santa Fe,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=922,05P09S  ,SFSN5,8
snotel,923,1999,2017,42.59,-108.9,9700,Snow Water Equivalent,WY,Fremont,Headwaters Little Popo Agie River,Deer Park,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=923,08G10S  ,DPKW4,8
snotel,927,1999,2017,35.34,-111.65,9730,Snow Water Equivalent,AZ,Coconino,Bear Jaw Canyon,Snowslide Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=927,11P08S  ,XSCA3,8
snotel,925,1999,2017,45.45,-122.03,2690,Snow Water Equivalent,OR,Clackamas,South Fork Bull Run River,South Fork Bull Run,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=925,22D03S  ,SFBO3,8
snotel,1091,1999,2017,61.79,-149.28,3550,Snow Water Equivalent,AK,Matanuska-susitna,Cow Lake-Fish Creek,Independence Mine,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1091,49M26S  ,HATA2,9
snotel,928,1999,2017,47.07,-121.59,2250,Snow Water Equivalent,WA,Pierce,Silver Creek-White River,Huckleberry Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=928,21B62S  ,HKSW1,8
snotel,931,1999,2017,44.58,-107.2,7990,Snow Water Equivalent,WY,Sheridan,Lower East Fork Big Goose Creek,Big Goose,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=931,07E32S  ,BGEW4,8
snotel,940,1999,2017,40.82,-106.75,9320,Snow Water Equivalent,CO,Routt,Outlet North Fork Elk Creek,Lost Dog,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=940,06J38S  ,LOTC2,8
snotel,938,1999,2017,39.3,-106.11,11150,Snow Water Equivalent,CO,Park,Headwaters Middle Fork South Platte River,Buckskin Joe,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=938,06K16S  ,BUCC2,8
snotel,936,1999,2017,39.66,-105.59,10600,Snow Water Equivalent,CO,Clear Creek,Vance Creek,Echo Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=936,05K27S  ,ECLC2,8
snotel,935,1999,2017,39.57,-105.8,10960,Snow Water Equivalent,CO,Clear Creek,Geneva Creek,Jackwhacker Gulch,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=935,05K26S  ,JWGC2,8
snotel,937,1999,2017,39.44,-105.91,10600,Snow Water Equivalent,CO,Park,Michigan Creek,Michigan Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=937,05K28S  ,MIHC2,8
snotel,939,1999,2017,39.03,-106.08,10360,Snow Water Equivalent,CO,Park,Headwaters South Fork South Platte River,Rough And Tumble,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=939,06K43S  ,ROUC2,8
snotel,933,1999,2017,35.23,-108.27,8460,Snow Water Equivalent,NM,Valencia,Sawyer Creek,Rice Park,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=933,08P03S  ,RPRN5,8
snotel,934,1999,2017,36.47,-105.19,10180,Snow Water Equivalent,NM,Colfax,Ute Creek-Cimarron River,Tolby,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=934,05N19S  ,TOLN5,8
snotel,944,1999,2017,43.38,-109.88,9820,Snow Water Equivalent,WY,Sublette,Middle South Fork Fish Creek,Gunsight Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=944,09F28S  ,GUNW4,8
snotel,941,1999,2017,46.93,-121.95,3160,Snow Water Equivalent,WA,Pierce,Voight Creek,Mowich,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=941,21C40S  ,MHSW1,8
snotel,945,1999,2017,42.21,-121.13,4890,Snow Water Equivalent,OR,Klamath,Gerber Reservoir,Gerber Reservoir,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=945,21G04S  ,GSTO3,8
snotel,943,1999,2017,47.87,-123.08,4010,Snow Water Equivalent,WA,Clallam,Headwaters Dungeness River,Dungeness,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=943,23B16S  ,DGSW1,8
snotel,1002,1999,2017,61.39,-150.03,250,Snow Water Equivalent,AK,Matanuska-susitna,Horseshoe Creek-Little Susitna River,Point Mackenzie,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1002,50M03S  ,PTMA2,9
snotel,969,1999,2017,34.75,-111.41,7630,Snow Water Equivalent,AZ,Coconino,Brady Canyon,Happy Jack,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=969,11R05S  ,XHJA3,8
snotel,1046,1999,2017,41.24,-106.23,9574,Snow Water Equivalent,WY,Albany,Headwaters Little Laramie River,Cinnabar Park,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1046,06H24S  ,CINW4,8
snotel,942,1999,2017,47.04,-121.94,4170,Snow Water Equivalent,WA,Pierce,Wilkeson Creek,Burnt Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=942,21B63S  ,BUSW1,8
snotel,971,1999,2017,40.93,-111.81,7740,Snow Water Equivalent,UT,Davis,Holbrook Creek-Frontal Farmington Bay,Parrish Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=971,11J68S  ,PCRU1,8
snotel,2029,1999,2017,43.29,-116.85,5600,Snow Water Equivalent,ID,Owyhee,Lower Reynolds Creek,Reynolds Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=2029,16F08S  ,RYCI1,7
snotel,972,1999,2017,40.83,-111.76,6700,Snow Water Equivalent,UT,Salt Lake,City Creek,Louis Meadow,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=972,11J69S  ,LMSU1,8
snotel,978,1999,2017,43.76,-116.1,6340,Snow Water Equivalent,ID,Boise,Cottonwood Creek-Shafer Creek,Bogus Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=978,16F02S  ,BOGI1,8
snotel,970,1999,2017,39.76,-105.91,10400,Snow Water Equivalent,CO,Grand,Headwaters Williams Fork,Jones Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=970,05K21S  ,JNPC2,8
snotel,929,1999,2017,45.87,-110.93,6550,Snow Water Equivalent,MT,Gallatin,Upper Brackett Creek,Sacajawea,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=929,10D10S  ,SAJM8,8
snotel,987,1999,2017,59.35,-151.85,300,Snow Water Equivalent,AK,Kenai Peninsula,1.90E+11,Port Graham,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=987,51K15S  ,PGRA2,9
snotel,977,1999,2017,41.89,-120.75,5170,Snow Water Equivalent,CA,Modoc,Mosquito Creek-Willow Creek,Crowder Flat,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=977,20H02S  ,CRWC1,8
snotel,975,1999,2017,48.57,-120.78,3930,Snow Water Equivalent,WA,Skagit,Canada,Swamp Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=975,20A41S  ,SWSW1,8
snotel,974,1999,2017,47.94,-123.43,5010,Snow Water Equivalent,WA,Clallam,Lillian Creek,Waterhole,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=974,23B17S  ,WHSW1,8
snotel,982,1999,2017,44.49,-104.41,5910,Snow Water Equivalent,WY,Crook,South Redwater Creek,Cole Canyon,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=982,04E07S  ,CLCW4,8
snotel,983,1999,2017,37.97,-111.83,10049,Snow Water Equivalent,UT,Garfield,Coyote Hollow-Antimony Creek,Clayton Springs,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=983,11M06S  ,CSPU1,8
snotel,985,1999,2017,46.24,-117.39,4000,Snow Water Equivalent,WA,Asotin,Lick Creek,Sourdough Gulch,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=985,17C06S  ,SGUW1,8
snotel,984,1999,2017,46.18,-117.54,5700,Snow Water Equivalent,WA,Garfield,North Fork Asotin Creek,Spruce Springs,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=984,17C04S  ,SPGW1,8
snotel,1005,1999,2017,37.61,-105.37,10650,Snow Water Equivalent,CO,Costilla,East Fork Ute Creek,Ute Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1005,05M17S  ,UTCC2,8
snotel,1006,1999,2017,40.36,-116.86,7400,Snow Water Equivalent,NV,Lander,Trout Creek,Lewis Peak,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1006,16J01S  ,LWPN2,8
snotel,1000,1999,2017,42.87,-122.17,6010,Snow Water Equivalent,OR,Klamath,Upper Annie Creek,Annie Springs,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1000,22G06S  ,ANSO3,8
snotel,988,1999,2017,48.89,-116.76,5040,Snow Water Equivalent,ID,Boundary,Cow Creek,Hidden Lake,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=988,16A12S  ,HDLI1,8
snotel,989,1999,2017,46.81,-116.85,4700,Snow Water Equivalent,ID,Latah,Little Bear Creek,Moscow Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=989,16C02S  ,MSCI1,8
snotel,979,1999,2017,44.38,-116.34,4920,Snow Water Equivalent,ID,Washington,Lower North Crane Creek,Van Wyck,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=979,16E14S  ,VWGI1,8
snotel,981,1999,2017,45.24,-109.46,5880,Snow Water Equivalent,MT,Carbon,West Red Lodge Creek,Burnt Mtn,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=981,09D21S  ,BMTM8,8
snotel,1010,1999,2017,42.64,-120.95,6180,Snow Water Equivalent,OR,Klamath,Paradise Creek,Crazyman Flat,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1010,20G12S  ,CZFO3,8
snotel,1014,1999,2017,39.8,-106.03,8940,Snow Water Equivalent,CO,Grand,Headwaters Williams Fork,Middle Fork Camp,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1014,06K12S  ,MFKC2,8
snotel,926,1999,2017,43.73,-113.83,9520,Snow Water Equivalent,ID,Custer,Lower Star Hope Creek,Smiley Mountain,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=926,13F13S  ,SMMI1,8
snotel,1035,1999,2017,61.38,-149,2100,Snow Water Equivalent,AK,Anchorage,Eklutna Lake,Moraine,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1035,48M04S  ,MORA2,9
snotel,1016,1999,2017,44.79,-116.09,4890,Snow Water Equivalent,ID,Valley,Lake Fork Creek,Long Valley,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1016,16E18S  ,LGVI1,8
snotel,1017,1999,2017,36.03,-106.81,9306,Snow Water Equivalent,NM,Rio Arriba,Headwaters Rio de Las Vacas,Vacas Locas,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1017,06N16S  ,VACN5,8
snotel,1013,1999,2017,41.79,-111.55,7406,Snow Water Equivalent,UT,Cache,Temple Fork,Temple Fork,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1013,11H58S  ,TPKU1,8
snotel,990,1999,2017,48.88,-121.26,3630,Snow Water Equivalent,WA,Whatcom,McNaught Creek-Skagit River,Beaver Pass,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=990,21A01S  ,BVPW1,8
snotel,1012,1999,2017,46.16,-122.18,4440,Snow Water Equivalent,WA,Skamania,Swift Creek,Swift Creek,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1012,22C13S  ,SWCW1,8
snotel,1015,1999,2017,41.4,-107.26,7850,Snow Water Equivalent,WY,Carbon,Upper Sage Creek,Sage Creek Basin,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1015,07H06S  ,SGBW4,8
,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,
